-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.182,0.357,0.329,0.295,0.320,0.469,0.386,0.442,0.437,0.330,0.4510,0.4300,0.4297,0.4246,0.4071,0.4169,0.4041,0.4171,0.4096,0.4205,0.04,0.53,0.00,0,0,0.05,0.92,0.37,0,1,0.03,0.56,0.33,0,0,0.05,0.92,0.37,0,1,0.76,1.00,0.71,1,0,-0.049,-0.086,-0.287,-0.409,0.008,0.038,-0.287,-0.409,1.605,1.342
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.357,0.329,0.295,0.320,0.155,0.386,0.442,0.437,0.330,0.439,0.4297,0.4246,0.4071,0.4169,0.4041,0.4171,0.4096,0.4205,0.4443,0.4429,0.05,0.92,0.37,0,1,0.03,0.56,0.33,0,0,0.05,0.92,0.37,0,1,0.76,1.00,0.71,1,0,0.00,0.25,0.45,0,0,-0.287,-0.409,0.008,0.038,-0.287,-0.409,1.605,1.342,-0.480,-0.335
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.329,0.295,0.320,0.155,0.339,0.442,0.437,0.330,0.439,0.403,0.4071,0.4169,0.4041,0.4171,0.4096,0.4205,0.4443,0.4429,0.4814,0.4654,0.03,0.56,0.33,0,0,0.05,0.92,0.37,0,1,0.76,1.00,0.71,1,0,0.00,0.25,0.45,0,0,0.05,0.92,0.37,0,1,0.008,0.038,-0.287,-0.409,1.605,1.342,-0.480,-0.335,-0.287,-0.409
-1,-1,-1,-1,0.666,-1,-1,-1,-1,-1,0.295,0.320,0.155,0.339,0.222,0.437,0.330,0.439,0.403,0.788,0.4041,0.4171,0.4096,0.4205,0.4443,0.4429,0.4814,0.4654,0.5228,0.4899,0.05,0.92,0.37,0,1,0.76,1.00,0.71,1,0,0.00,0.25,0.45,0,0,0.05,0.92,0.37,0,1,0.41,0.17,0.73,0,0,-0.287,-0.409,1.605,1.342,-0.480,-0.335,-0.287,-0.409,0.194,0.123
-1,-1,-1,0.468,-1,-1,-1,-1,-1,-1,0.320,0.155,0.339,0.222,0.383,0.330,0.439,0.403,0.788,0.384,0.4096,0.4205,0.4443,0.4429,0.4814,0.4654,0.5228,0.4899,0.5581,0.5080,0.76,1.00,0.71,1,0,0.00,0.25,0.45,0,0,0.05,0.92,0.37,0,1,0.41,0.17,0.73,0,0,0.05,0.92,0.37,0,1,1.605,1.342,-0.480,-0.335,-0.287,-0.409,0.194,0.123,-0.287,-0.409
-1,-1,0.000,-1,0.393,-1,-1,-1,-1,-1,0.155,0.339,0.222,0.383,0.303,0.439,0.403,0.788,0.384,0.706,0.4443,0.4429,0.4814,0.4654,0.5228,0.4899,0.5581,0.5080,0.5785,0.5145,0.00,0.25,0.45,0,0,0.05,0.92,0.37,0,1,0.41,0.17,0.73,0,0,0.05,0.92,0.37,0,1,0.04,0.53,0.00,0,0,-0.480,-0.335,-0.287,-0.409,0.194,0.123,-0.287,-0.409,-0.049,-0.086
-1,0.521,-1,0.249,-1,-1,-1,-1,-1,-1,0.339,0.222,0.383,0.303,0.168,0.403,0.788,0.384,0.706,0.437,0.4814,0.4654,0.5228,0.4899,0.5581,0.5080,0.5785,0.5145,0.5758,0.5029,0.05,0.92,0.37,0,1,0.41,0.17,0.73,0,0,0.05,0.92,0.37,0,1,0.04,0.53,0.00,0,0,0.41,0.17,0.73,0,0,-0.287,-0.409,0.194,0.123,-0.287,-0.409,-0.049,-0.086,0.194,0.123
0.393,-1,0.000,-1,-1,-1,-1,-1,-1,-1,0.222,0.383,0.303,0.168,0.314,0.788,0.384,0.706,0.437,0.539,0.5228,0.4899,0.5581,0.5080,0.5785,0.5145,0.5758,0.5029,0.5504,0.4752,0.41,0.17,0.73,0,0,0.05,0.92,0.37,0,1,0.04,0.53,0.00,0,0,0.41,0.17,0.73,0,0,0.74,0.47,0.26,0,1,0.194,0.123,-0.287,-0.409,-0.049,-0.086,0.194,0.123,0.084,0.156
-1,0.191,-1,-1,-1,-1,-1,-1,-1,-1,0.383,0.303,0.168,0.314,0.365,0.384,0.706,0.437,0.539,0.250,0.5581,0.5080,0.5785,0.5145,0.5758,0.5029,0.5504,0.4752,0.5106,0.4380,0.05,0.92,0.37,0,1,0.04,0.53,0.00,0,0,0.41,0.17,0.73,0,0,0.74,0.47,0.26,0,1,1.00,0.92,0.26,0,1,-0.287,-0.409,-0.049,-0.086,0.194,0.123,0.084,0.156,-0.394,-0.489
0.487,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.303,0.168,0.314,0.365,0.339,0.706,0.437,0.539,0.250,0.386,0.5785,0.5145,0.5758,0.5029,0.5504,0.4752,0.5106,0.4380,0.4568,0.3934,0.04,0.53,0.00,0,0,0.41,0.17,0.73,0,0,0.74,0.47,0.26,0,1,1.00,0.92,0.26,0,1,0.66,0.58,0.15,0,0,-0.049,-0.086,0.194,0.123,0.084,0.156,-0.394,-0.489,0.076,0.007
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.168,0.314,0.365,0.339,0.309,0.437,0.539,0.250,0.386,0.313,0.5758,0.5029,0.5504,0.4752,0.5106,0.4380,0.4568,0.3934,0.3980,0.3436,0.41,0.17,0.73,0,0,0.74,0.47,0.26,0,1,1.00,0.92,0.26,0,1,0.66,0.58,0.15,0,0,0.66,0.58,0.15,0,0,0.194,0.123,0.084,0.156,-0.394,-0.489,0.076,0.007,0.076,0.007
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.314,0.365,0.339,0.309,0.295,0.539,0.250,0.386,0.313,0.306,0.5504,0.4752,0.5106,0.4380,0.4568,0.3934,0.3980,0.3436,0.3592,0.3121,0.74,0.47,0.26,0,1,1.00,0.92,0.26,0,1,0.66,0.58,0.15,0,0,0.66,0.58,0.15,0,0,0.66,0.58,0.15,0,0,0.084,0.156,-0.394,-0.489,0.076,0.007,0.076,0.007,0.076,0.007
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.365,0.339,0.309,0.295,0.390,0.250,0.386,0.313,0.306,0.400,0.5106,0.4380,0.4568,0.3934,0.3980,0.3436,0.3592,0.3121,0.3427,0.2973,1.00,0.92,0.26,0,1,0.66,0.58,0.15,0,0,0.66,0.58,0.15,0,0,0.66,0.58,0.15,0,0,0.60,0.56,0.44,0,0,-0.394,-0.489,0.076,0.007,0.076,0.007,0.076,0.007,0.070,0.061
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.339,0.309,0.295,0.390,0.215,0.386,0.313,0.306,0.400,0.148,0.4568,0.3934,0.3980,0.3436,0.3592,0.3121,0.3427,0.2973,0.3498,0.3015,0.66,0.58,0.15,0,0,0.66,0.58,0.15,0,0,0.66,0.58,0.15,0,0,0.60,0.56,0.44,0,0,0.30,0.45,0.11,0,0,0.076,0.007,0.076,0.007,0.076,0.007,0.070,0.061,-0.269,-0.178
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.309,0.295,0.390,0.215,0.182,0.313,0.306,0.400,0.148,0.268,0.3980,0.3436,0.3592,0.3121,0.3427,0.2973,0.3498,0.3015,0.3821,0.3249,0.66,0.58,0.15,0,0,0.66,0.58,0.15,0,0,0.60,0.56,0.44,0,0,0.30,0.45,0.11,0,0,0.66,0.58,0.15,0,0,0.076,0.007,0.076,0.007,0.070,0.061,-0.269,-0.178,0.076,0.007
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.295,0.390,0.215,0.182,0.224,0.306,0.400,0.148,0.268,0.415,0.3592,0.3121,0.3427,0.2973,0.3498,0.3015,0.3821,0.3249,0.4159,0.3512,0.66,0.58,0.15,0,0,0.60,0.56,0.44,0,0,0.30,0.45,0.11,0,0,0.66,0.58,0.15,0,0,0.03,0.56,0.33,0,0,0.076,0.007,0.070,0.061,-0.269,-0.178,0.076,0.007,0.008,0.038
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.390,0.215,0.182,0.224,0.247,0.400,0.148,0.268,0.415,0.493,0.3427,0.2973,0.3498,0.3015,0.3821,0.3249,0.4159,0.3512,0.4405,0.3692,0.60,0.56,0.44,0,0,0.30,0.45,0.11,0,0,0.66,0.58,0.15,0,0,0.03,0.56,0.33,0,0,0.60,0.56,0.44,0,0,0.070,0.061,-0.269,-0.178,0.076,0.007,0.008,0.038,0.070,0.061
-1,-1,-1,-1,0.167,-1,-1,-1,-1,-1,0.215,0.182,0.224,0.247,0.116,0.148,0.268,0.415,0.493,0.798,0.3498,0.3015,0.3821,0.3249,0.4159,0.3512,0.4405,0.3692,0.4478,0.3708,0.30,0.45,0.11,0,0,0.66,0.58,0.15,0,0,0.03,0.56,0.33,0,0,0.60,0.56,0.44,0,0,0.41,0.17,0.73,0,0,-0.269,-0.178,0.076,0.007,0.008,0.038,0.070,0.061,0.194,0.123
-1,-1,-1,0.268,-1,-1,-1,-1,-1,-1,0.182,0.224,0.247,0.116,0.054,0.268,0.415,0.493,0.798,0.376,0.3821,0.3249,0.4159,0.3512,0.4405,0.3692,0.4478,0.3708,0.4411,0.3613,0.66,0.58,0.15,0,0,0.03,0.56,0.33,0,0,0.60,0.56,0.44,0,0,0.41,0.17,0.73,0,0,0.05,0.30,0.34,0,0,0.076,0.007,0.008,0.038,0.070,0.061,0.194,0.123,-0.357,-0.206
-1,-1,0.000,-1,0.426,-1,-1,-1,-1,-1,0.224,0.247,0.116,0.054,0.099,0.415,0.493,0.798,0.376,0.625,0.4159,0.3512,0.4405,0.3692,0.4478,0.3708,0.4411,0.3613,0.4302,0.3466,0.03,0.56,0.33,0,0,0.60,0.56,0.44,0,0,0.41,0.17,0.73,0,0,0.05,0.30,0.34,0,0,0.05,0.30,0.34,0,0,0.008,0.038,0.070,0.061,0.194,0.123,-0.357,-0.206,-0.357,-0.206
-1,0.467,-1,0.326,0.308,-1,-1,-1,-1,-1,0.247,0.116,0.054,0.099,0.124,0.493,0.798,0.376,0.625,0.731,0.4405,0.3692,0.4478,0.3708,0.4411,0.3613,0.4302,0.3466,0.4045,0.3208,0.60,0.56,0.44,0,0,0.41,0.17,0.73,0,0,0.05,0.30,0.34,0,0,0.05,0.30,0.34,0,0,0.04,0.53,0.00,0,0,0.070,0.061,0.194,0.123,-0.357,-0.206,-0.357,-0.206,-0.049,-0.086
0.426,-1,0.000,0.400,0.480,-1,-1,-1,-1,-1,0.116,0.054,0.099,0.124,0.094,0.798,0.376,0.625,0.731,0.648,0.4478,0.3708,0.4411,0.3613,0.4302,0.3466,0.4045,0.3208,0.3702,0.2888,0.41,0.17,0.73,0,0,0.05,0.30,0.34,0,0,0.05,0.30,0.34,0,0,0.04,0.53,0.00,0,0,0.00,0.25,0.45,0,0,0.194,0.123,-0.357,-0.206,-0.357,-0.206,-0.049,-0.086,-0.480,-0.335
-1,0.400,0.000,0.338,-1,-1,-1,-1,-1,-1,0.054,0.099,0.124,0.094,0.107,0.376,0.625,0.731,0.648,0.493,0.4411,0.3613,0.4302,0.3466,0.4045,0.3208,0.3702,0.2888,0.3276,0.2486,0.05,0.30,0.34,0,0,0.05,0.30,0.34,0,0,0.04,0.53,0.00,0,0,0.00,0.25,0.45,0,0,0.75,0.14,0.71,0,0,-0.357,-0.206,-0.357,-0.206,-0.049,-0.086,-0.480,-0.335,-0.172,-0.109
0.480,0.338,0.000,-1,0.460,-1,-1,-1,-1,-1,0.099,0.124,0.094,0.107,0.243,0.625,0.731,0.648,0.493,0.757,0.4302,0.3466,0.4045,0.3208,0.3702,0.2888,0.3276,0.2486,0.2962,0.2191,0.05,0.30,0.34,0,0,0.04,0.53,0.00,0,0,0.00,0.25,0.45,0,0,0.75,0.14,0.71,0,0,0.03,0.56,0.33,0,0,-0.357,-0.206,-0.049,-0.086,-0.480,-0.335,-0.172,-0.109,0.008,0.038
0.506,0.285,-1,0.122,0.530,-1,-1,-1,-1,-1,0.124,0.094,0.107,0.243,0.317,0.731,0.648,0.493,0.757,0.653,0.4045,0.3208,0.3702,0.2888,0.3276,0.2486,0.2962,0.2191,0.2700,0.1965,0.04,0.53,0.00,0,0,0.00,0.25,0.45,0,0,0.75,0.14,0.71,0,0,0.03,0.56,0.33,0,0,0.16,0.31,0.32,0,0,-0.049,-0.086,-0.480,-0.335,-0.172,-0.109,0.008,0.038,-0.273,-0.313
0.460,-1,0.000,0.290,-1,-1,-1,-1,-1,-1,0.094,0.107,0.243,0.317,0.536,0.648,0.493,0.757,0.653,0.334,0.3702,0.2888,0.3276,0.2486,0.2962,0.2191,0.2700,0.1965,0.2445,0.1789,0.00,0.25,0.45,0,0,0.75,0.14,0.71,0,0,0.03,0.56,0.33,0,0,0.16,0.31,0.32,0,0,0.05,0.92,0.37,0,1,-0.480,-0.335,-0.172,-0.109,0.008,0.038,-0.273,-0.313,-0.287,-0.409
-1,0.290,0.000,-1,0.481,-1,-1,-1,-1,-1,0.107,0.243,0.317,0.536,0.441,0.493,0.757,0.653,0.334,0.631,0.3276,0.2486,0.2962,0.2191,0.2700,0.1965,0.2445,0.1789,0.2311,0.1720,0.75,0.14,0.71,0,0,0.03,0.56,0.33,0,0,0.16,0.31,0.32,0,0,0.05,0.92,0.37,0,1,0.29,1.00,0.54,1,0,-0.172,-0.109,0.008,0.038,-0.273,-0.313,-0.287,-0.409,1.156,1.211
0.323,0.281,-1,0.272,0.306,-1,-1,-1,-1,-1,0.243,0.317,0.536,0.441,0.397,0.757,0.653,0.334,0.631,0.548,0.2962,0.2191,0.2700,0.1965,0.2445,0.1789,0.2311,0.1720,0.2247,0.1717,0.03,0.56,0.33,0,0,0.16,0.31,0.32,0,0,0.05,0.92,0.37,0,1,0.29,1.00,0.54,1,0,0.29,1.00,0.54,1,0,0.008,0.038,-0.273,-0.313,-0.287,-0.409,1.156,1.211,1.156,1.211
0.481,-1,0.000,0.388,-1,-1,-1,-1,-1,-1,0.317,0.536,0.441,0.397,0.169,0.653,0.334,0.631,0.548,0.468,0.2700,0.1965,0.2445,0.1789,0.2311,0.1720,0.2247,0.1717,0.2245,0.1745,0.16,0.31,0.32,0,0,0.05,0.92,0.37,0,1,0.29,1.00,0.54,1,0,0.29,1.00,0.54,1,0,0.66,0.58,0.15,0,0,-0.273,-0.313,-0.287,-0.409,1.156,1.211,1.156,1.211,0.076,0.007
-1,0.388,0.000,-1,-1,-1,-1,-1,-1,-1,0.536,0.441,0.397,0.169,0.112,0.334,0.631,0.548,0.468,0.529,0.2445,0.1789,0.2311,0.1720,0.2247,0.1717,0.2245,0.1745,0.2374,0.1877,0.05,0.92,0.37,0,1,0.29,1.00,0.54,1,0,0.29,1.00,0.54,1,0,0.66,0.58,0.15,0,0,0.00,0.25,0.45,0,0,-0.287,-0.409,1.156,1.211,1.156,1.211,0.076,0.007,-0.322,-0.047
0.520,0.467,-1,-1,-1,-1,-1,-1,-1,-1,0.441,0.397,0.169,0.112,0.337,0.631,0.548,0.468,0.529,0.491,0.2311,0.1720,0.2247,0.1717,0.2245,0.1745,0.2374,0.1877,0.2442,0.1952,0.29,1.00,0.54,1,0,0.29,1.00,0.54,1,0,0.66,0.58,0.15,0,0,0.00,0.25,0.45,0,0,0.60,0.56,0.44,0,0,1.156,1.211,1.156,1.211,0.076,0.007,-0.322,-0.047,0.070,0.061
0.411,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.397,0.169,0.112,0.337,0.146,0.548,0.468,0.529,0.491,0.530,0.2247,0.1717,0.2245,0.1745,0.2374,0.1877,0.2442,0.1952,0.2599,0.2113,0.29,1.00,0.54,1,0,0.66,0.58,0.15,0,0,0.00,0.25,0.45,0,0,0.60,0.56,0.44,0,0,0.00,0.25,0.45,0,0,1.156,1.211,0.076,0.007,-0.322,-0.047,0.070,0.061,-0.480,-0.335
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.169,0.112,0.337,0.146,0.173,0.468,0.529,0.491,0.530,0.426,0.2245,0.1745,0.2374,0.1877,0.2442,0.1952,0.2599,0.2113,0.2748,0.2246,0.66,0.58,0.15,0,0,0.00,0.25,0.45,0,0,0.60,0.56,0.44,0,0,0.00,0.25,0.45,0,0,0.41,0.17,0.73,0,0,0.076,0.007,-0.322,-0.047,0.070,0.061,-0.480,-0.335,0.194,0.123
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.112,0.337,0.146,0.173,0.408,0.529,0.491,0.530,0.426,0.526,0.2374,0.1877,0.2442,0.1952,0.2599,0.2113,0.2748,0.2246,0.2931,0.2402,0.00,0.25,0.45,0,0,0.60,0.56,0.44,0,0,0.00,0.25,0.45,0,0,0.41,0.17,0.73,0,0,0.29,1.00,0.54,1,0,-0.322,-0.047,0.070,0.061,-0.480,-0.335,0.194,0.123,1.156,1.211
-1,-1,-1,-1,0.362,-1,-1,-1,-1,-1,0.337,0.146,0.173,0.408,0.100,0.491,0.530,0.426,0.526,0.605,0.2442,0.1952,0.2599,0.2113,0.2748,0.2246,0.2931,0.2402,0.3025,0.2489,0.60,0.56,0.44,0,0,0.00,0.25,0.45,0,0,0.41,0.17,0.73,0,0,0.29,1.00,0.54,1,0,0.30,0.45,0.11,0,0,0.070,0.061,-0.480,-0.335,0.194,0.123,1.156,1.211,-0.269,-0.178
-1,-1,-1,0.558,-1,-1,-1,-1,-1,-1,0.146,0.173,0.408,0.100,0.224,0.530,0.426,0.526,0.605,0.474,0.2599,0.2113,0.2748,0.2246,0.2931,0.2402,0.3025,0.2489,0.2878,0.2375,0.00,0.25,0.45,0,0,0.41,0.17,0.73,0,0,0.29,1.00,0.54,1,0,0.30,0.45,0.11,0,0,0.16,0.31,0.32,0,0,-0.480,-0.335,0.194,0.123,1.156,1.211,-0.269,-0.178,-0.273,-0.313
-1,-1,0.000,-1,-1,-1,-1,-1,-1,-1,0.173,0.408,0.100,0.224,0.166,0.426,0.526,0.605,0.474,0.356,0.2748,0.2246,0.2931,0.2402,0.3025,0.2489,0.2878,0.2375,0.2741,0.2325,0.41,0.17,0.73,0,0,0.29,1.00,0.54,1,0,0.30,0.45,0.11,0,0,0.16,0.31,0.32,0,0,0.05,0.30,0.34,0,0,0.194,0.123,1.156,1.211,-0.269,-0.178,-0.273,-0.313,-0.357,-0.206
-1,0.437,-1,-1,-1,-1,-1,-1,-1,-1,0.408,0.100,0.224,0.166,0.126,0.526,0.605,0.474,0.356,0.324,0.2931,0.2402,0.3025,0.2489,0.2878,0.2375,0.2741,0.2325,0.2683,0.2338,0.29,1.00,0.54,1,0,0.30,0.45,0.11,0,0,0.16,0.31,0.32,0,0,0.05,0.30,0.34,0,0,0.00,0.25,0.45,0,0,1.156,1.211,-0.269,-0.178,-0.273,-0.313,-0.357,-0.206,-0.480,-0.335
0.423,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.100,0.224,0.166,0.126,0.092,0.605,0.474,0.356,0.324,0.210,0.3025,0.2489,0.2878,0.2375,0.2741,0.2325,0.2683,0.2338,0.2767,0.2502,0.30,0.45,0.11,0,0,0.16,0.31,0.32,0,0,0.05,0.30,0.34,0,0,0.00,0.25,0.45,0,0,0.05,0.30,0.34,0,0,-0.269,-0.178,-0.273,-0.313,-0.357,-0.206,-0.480,-0.335,-0.357,-0.206
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.224,0.166,0.126,0.092,0.173,0.474,0.356,0.324,0.210,0.495,0.2878,0.2375,0.2741,0.2325,0.2683,0.2338,0.2767,0.2502,0.2912,0.2718,0.16,0.31,0.32,0,0,0.05,0.30,0.34,0,0,0.00,0.25,0.45,0,0,0.05,0.30,0.34,0,0,0.66,0.58,0.15,0,0,-0.273,-0.313,-0.357,-0.206,-0.480,-0.335,-0.357,-0.206,0.076,0.007
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.166,0.126,0.092,0.173,0.357,0.356,0.324,0.210,0.495,0.340,0.2741,0.2325,0.2683,0.2338,0.2767,0.2502,0.2912,0.2718,0.3022,0.2876,0.05,0.30,0.34,0,0,0.00,0.25,0.45,0,0,0.05,0.30,0.34,0,0,0.66,0.58,0.15,0,0,0.29,1.00,0.54,1,0,-0.357,-0.206,-0.480,-0.335,-0.357,-0.206,0.076,0.007,1.156,1.211
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.126,0.092,0.173,0.357,0.097,0.324,0.210,0.495,0.340,0.412,0.2683,0.2338,0.2767,0.2502,0.2912,0.2718,0.3022,0.2876,0.3167,0.3068,0.00,0.25,0.45,0,0,0.05,0.30,0.34,0,0,0.66,0.58,0.15,0,0,0.29,1.00,0.54,1,0,0.05,0.30,0.34,0,0,-0.480,-0.335,-0.357,-0.206,0.076,0.007,1.156,1.211,-0.357,-0.206
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.092,0.173,0.357,0.097,0.136,0.210,0.495,0.340,0.412,0.228,0.2767,0.2502,0.2912,0.2718,0.3022,0.2876,0.3167,0.3068,0.3393,0.3343,0.05,0.30,0.34,0,0,0.66,0.58,0.15,0,0,0.29,1.00,0.54,1,0,0.05,0.30,0.34,0,0,0.05,0.30,0.34,0,0,-0.357,-0.206,0.076,0.007,1.156,1.211,-0.357,-0.206,-0.357,-0.206
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.173,0.357,0.097,0.136,0.250,0.495,0.340,0.412,0.228,0.523,0.2912,0.2718,0.3022,0.2876,0.3167,0.3068,0.3393,0.3343,0.3626,0.3634,0.66,0.58,0.15,0,0,0.29,1.00,0.54,1,0,0.05,0.30,0.34,0,0,0.05,0.30,0.34,0,0,0.66,0.58,0.15,0,0,0.076,0.007,1.156,1.211,-0.357,-0.206,-0.357,-0.206,0.076,0.007
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.357,0.097,0.136,0.250,0.432,0.340,0.412,0.228,0.523,0.483,0.3022,0.2876,0.3167,0.3068,0.3393,0.3343,0.3626,0.3634,0.3804,0.3867,0.29,1.00,0.54,1,0,0.05,0.30,0.34,0,0,0.05,0.30,0.34,0,0,0.66,0.58,0.15,0,0,0.29,1.00,0.54,1,0,1.156,1.211,-0.357,-0.206,-0.357,-0.206,0.076,0.007,1.156,1.211
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.097,0.136,0.250,0.432,0.303,0.412,0.228,0.523,0.483,0.327,0.3167,0.3068,0.3393,0.3343,0.3626,0.3634,0.3804,0.3867,0.3925,0.4048,0.05,0.30,0.34,0,0,0.05,0.30,0.34,0,0,0.66,0.58,0.15,0,0,0.29,1.00,0.54,1,0,0.66,0.58,0.15,0,0,-0.357,-0.206,-0.357,-0.206,0.076,0.007,1.156,1.211,0.076,0.007
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.136,0.250,0.432,0.303,0.310,0.228,0.523,0.483,0.327,0.337,0.3393,0.3343,0.3626,0.3634,0.3804,0.3867,0.3925,0.4048,0.4046,0.4219,0.05,0.30,0.34,0,0,0.66,0.58,0.15,0,0,0.29,1.00,0.54,1,0,0.66,0.58,0.15,0,0,0.66,0.58,0.15,0,0,-0.357,-0.206,0.076,0.007,1.156,1.211,0.076,0.007,0.076,0.007
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.250,0.432,0.303,0.310,0.550,0.523,0.483,0.327,0.337,0.299,0.3626,0.3634,0.3804,0.3867,0.3925,0.4048,0.4046,0.4219,0.4303,0.4457,0.66,0.58,0.15,0,0,0.29,1.00,0.54,1,0,0.66,0.58,0.15,0,0,0.66,0.58,0.15,0,0,0.29,1.00,0.54,1,0,0.076,0.007,1.156,1.211,0.076,0.007,0.076,0.007,1.156,1.211
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.432,0.303,0.310,0.550,0.406,0.483,0.327,0.337,0.299,0.338,0.3804,0.3867,0.3925,0.4048,0.4046,0.4219,0.4303,0.4457,0.4613,0.4708,0.29,1.00,0.54,1,0,0.66,0.58,0.15,0,0,0.66,0.58,0.15,0,0,0.29,1.00,0.54,1,0,0.03,0.56,0.33,0,0,1.156,1.211,0.076,0.007,0.076,0.007,1.156,1.211,0.008,0.038
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.303,0.310,0.550,0.406,0.213,0.327,0.337,0.299,0.338,0.137,0.3925,0.4048,0.4046,0.4219,0.4303,0.4457,0.4613,0.4708,0.5041,0.5063,0.66,0.58,0.15,0,0,0.66,0.58,0.15,0,0,0.29,1.00,0.54,1,0,0.03,0.56,0.33,0,0,0.00,0.25,0.45,0,0,0.076,0.007,0.076,0.007,1.156,1.211,0.008,0.038,-0.480,-0.335
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.310,0.550,0.406,0.213,0.518,0.337,0.299,0.338,0.137,0.280,0.4046,0.4219,0.4303,0.4457,0.4613,0.4708,0.5041,0.5063,0.5435,0.5382,0.66,0.58,0.15,0,0,0.29,1.00,0.54,1,0,0.03,0.56,0.33,0,0,0.00,0.25,0.45,0,0,0.76,1.00,0.71,1,0,0.076,0.007,1.156,1.211,0.008,0.038,-0.480,-0.335,1.605,1.342
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.550,0.406,0.213,0.518,0.267,0.299,0.338,0.137,0.280,0.168,0.4303,0.4457,0.4613,0.4708,0.5041,0.5063,0.5435,0.5382,0.6010,0.5829,0.29,1.00,0.54,1,0,0.03,0.56,0.33,0,0,0.00,0.25,0.45,0,0,0.76,1.00,0.71,1,0,0.04,0.53,0.00,0,0,1.156,1.211,0.008,0.038,-0.480,-0.335,1.605,1.342,-0.049,-0.086
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.406,0.213,0.518,0.267,0.378,0.338,0.137,0.280,0.168,0.357,0.4613,0.4708,0.5041,0.5063,0.5435,0.5382,0.6010,0.5829,0.6438,0.6146,0.03,0.56,0.33,0,0,0.00,0.25,0.45,0,0,0.76,1.00,0.71,1,0,0.04,0.53,0.00,0,0,0.16,0.31,0.32,0,0,0.008,0.038,-0.480,-0.335,1.605,1.342,-0.049,-0.086,-0.273,-0.313
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.213,0.518,0.267,0.378,0.524,0.137,0.280,0.168,0.357,0.268,0.5041,0.5063,0.5435,0.5382,0.6010,0.5829,0.6438,0.6146,0.6595,0.6268,0.00,0.25,0.45,0,0,0.76,1.00,0.71,1,0,0.04,0.53,0.00,0,0,0.16,0.31,0.32,0,0,0.29,1.00,0.54,1,0,-0.480,-0.335,1.605,1.342,-0.049,-0.086,-0.273,-0.313,1.156,1.211
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.518,0.267,0.378,0.524,0.142,0.280,0.168,0.357,0.268,0.253,0.5435,0.5382,0.6010,0.5829,0.6438,0.6146,0.6595,0.6268,0.6584,0.6310,0.76,1.00,0.71,1,0,0.04,0.53,0.00,0,0,0.16,0.31,0.32,0,0,0.29,1.00,0.54,1,0,0.00,0.25,0.45,0,0,1.605,1.342,-0.049,-0.086,-0.273,-0.313,1.156,1.211,-0.322,-0.047
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.267,0.378,0.524,0.142,0.457,0.168,0.357,0.268,0.253,0.294,0.6010,0.5829,0.6438,0.6146,0.6595,0.6268,0.6584,0.6310,0.6537,0.6294,0.04,0.53,0.00,0,0,0.16,0.31,0.32,0,0,0.29,1.00,0.54,1,0,0.00,0.25,0.45,0,0,0.29,1.00,0.54,1,0,-0.049,-0.086,-0.273,-0.313,1.156,1.211,-0.322,-0.047,1.156,1.211
